cliente_id,codigo_cliente,razao_social,segmento,cidade,uf,data_cadastro,ativo
2318,CLI002318,Cliente 2318,Atacado,Caucaia,CE,2024-03-16,True
2319,CLI002319,Cliente 2319,Conveniência,Fortaleza,CE,2021-06-08,True
2320,CLI002320,Cliente 2320,Supermercado,Recife,PE,2023-10-25,True
2321,CLI002321,Cliente 2321,Conveniência,Maracanaú,CE,2022-06-16,True
2322,CLI002322,Cliente 2322,Conveniência,Fortaleza,CE,2025-04-24,True
2323,CLI002323,Cliente 2323,Bar,Fortaleza,CE,2021-06-17,True
2324,CLI002324,Cliente 2324,Mercadinho,Maracanaú,CE,2024-10-17,True
2325,CLI002325,Cliente 2325,Conveniência,Olinda,PE,2022-12-21,True
2326,CLI002326,Cliente 2326,Conveniência,Recife,PE,2024-03-02,True
2327,CLI002327,Cliente 2327,Atacado,Olinda,PE,2023-02-24,True
2328,CLI002328,Cliente 2328,Supermercado,Maracanaú,CE,2025-05-02,True
2329,CLI002329,Cliente 2329,Atacado,Recife,PE,2025-08-15,True
2330,CLI002330,Cliente 2330,Restaurante,Fortaleza,CE,2021-04-16,True
2331,CLI002331,Cliente 2331,Bar,Maracanaú,CE,2022-02-18,True
2332,CLI002332,Cliente 2332,Restaurante,São Luís,MA,2025-01-19,True
2333,CLI002333,Cliente 2333,Conveniência,Maracanaú,CE,2024-11-07,True
2334,CLI002334,Cliente 2334,Mercadinho,São Luís,MA,2023-07-20,True
2335,CLI002335,Cliente 2335,Restaurante,Caucaia,CE,2025-08-17,True
2336,CLI002336,Cliente 2336,Restaurante,Olinda,PE,2025-04-11,True
2337,CLI002337,Cliente 2337,Conveniência,Olinda,PE,2024-02-25,True
2338,CLI002338,Cliente 2338,Mercadinho,São Luís,MA,2023-09-16,True
2339,CLI002339,Cliente 2339,Mercadinho,Caucaia,CE,2024-11-10,True
2340,CLI002340,Cliente 2340,Restaurante,São Luís,MA,2025-03-07,True
2341,CLI002341,Cliente 2341,Supermercado,Recife,PE,2023-09-10,True
2342,CLI002342,Cliente 2342,Mercadinho,São Luís,MA,2023-10-07,True
2343,CLI002343,Cliente 2343,Restaurante,Caucaia,CE,2022-04-25,True
2344,CLI002344,Cliente 2344,Supermercado,Caucaia,CE,2025-11-06,True
2345,CLI002345,Cliente 2345,Conveniência,São Luís,MA,2025-07-25,True
2346,CLI002346,Cliente 2346,Restaurante,Recife,PE,2024-05-12,True
2347,CLI002347,Cliente 2347,Conveniência,Salvador,BA,2023-12-11,True
2348,CLI002348,Cliente 2348,Atacado,Feira de Santana,BA,2024-07-01,True
2349,CLI002349,Cliente 2349,Mercadinho,Feira de Santana,BA,2024-06-21,True
2350,CLI002350,Cliente 2350,Restaurante,São Luís,MA,2021-12-07,True
2351,CLI002351,Cliente 2351,Restaurante,Olinda,PE,2023-01-11,True
2352,CLI002352,Cliente 2352,Restaurante,Feira de Santana,BA,2025-09-24,True
2353,CLI002353,Cliente 2353,Atacado,Recife,PE,2025-08-28,True
2354,CLI002354,Cliente 2354,Supermercado,Maracanaú,CE,2022-06-24,True
2355,CLI002355,Cliente 2355,Mercadinho,São Luís,MA,2024-12-23,True
2356,CLI002356,Cliente 2356,Atacado,Olinda,PE,2025-07-02,True
2357,CLI002357,Cliente 2357,Restaurante,Salvador,BA,2025-06-15,True
2358,CLI002358,Cliente 2358,Bar,Maracanaú,CE,2022-12-03,True
2359,CLI002359,Cliente 2359,Supermercado,Feira de Santana,BA,2022-10-10,True
2360,CLI002360,Cliente 2360,Bar,Maracanaú,CE,2022-06-19,True
2361,CLI002361,Cliente 2361,Atacado,Olinda,PE,2025-05-23,False
2362,CLI002362,Cliente 2362,Conveniência,Maracanaú,CE,2023-06-25,True
2363,CLI002363,Cliente 2363,Supermercado,Recife,PE,2023-08-08,True
2364,CLI002364,Cliente 2364,Supermercado,Salvador,BA,2023-05-20,True
2365,CLI002365,Cliente 2365,Supermercado,Fortaleza,CE,2021-11-14,True
2366,CLI002366,Cliente 2366,Mercadinho,São Luís,MA,2025-01-17,True
2367,CLI002367,Cliente 2367,Mercadinho,Feira de Santana,BA,2025-06-26,True
2368,CLI002368,Cliente 2368,Atacado,Olinda,PE,2023-11-03,True
2369,CLI002369,Cliente 2369,Atacado,Maracanaú,CE,2021-09-06,True
2370,CLI002370,Cliente 2370,Atacado,Maracanaú,CE,2024-10-21,True
2371,CLI002371,Cliente 2371,Conveniência,Maracanaú,CE,2024-05-15,True
2372,CLI002372,Cliente 2372,Conveniência,Caucaia,CE,2023-02-06,True
2373,CLI002373,Cliente 2373,Bar,Salvador,BA,2025-12-24,True
2374,CLI002374,Cliente 2374,Mercadinho,Feira de Santana,BA,2024-10-10,False
2375,CLI002375,Cliente 2375,Mercadinho,Feira de Santana,BA,2021-04-11,True
2376,CLI002376,Cliente 2376,Supermercado,Olinda,PE,2025-11-25,True
2377,CLI002377,Cliente 2377,Conveniência,São Luís,MA,2022-10-12,True
2378,CLI002378,Cliente 2378,Supermercado,Caucaia,CE,2022-04-10,True
2379,CLI002379,Cliente 2379,Atacado,Fortaleza,CE,2025-01-25,True
2380,CLI002380,Cliente 2380,Mercadinho,Salvador,BA,2023-06-08,True
2381,CLI002381,Cliente 2381,Restaurante,Recife,PE,2022-07-09,True
2382,CLI002382,Cliente 2382,Restaurante,Recife,PE,2021-03-15,True
2383,CLI002383,Cliente 2383,Mercadinho,Feira de Santana,BA,2024-12-28,True
2384,CLI002384,Cliente 2384,Mercadinho,Feira de Santana,BA,2024-08-13,True
2385,CLI002385,Cliente 2385,Atacado,Feira de Santana,BA,2021-02-06,True
2386,CLI002386,Cliente 2386,Supermercado,Maracanaú,CE,2022-02-16,True
2387,CLI002387,Cliente 2387,Conveniência,Salvador,BA,2023-07-07,True
2388,CLI002388,Cliente 2388,Atacado,Maracanaú,CE,2023-08-09,True
2389,CLI002389,Cliente 2389,Mercadinho,São Luís,MA,2021-07-26,True
2390,CLI002390,Cliente 2390,Restaurante,Maracanaú,CE,2023-05-27,True
2391,CLI002391,Cliente 2391,Supermercado,Olinda,PE,2021-11-21,True
2392,CLI002392,Cliente 2392,Mercadinho,São Luís,MA,2023-12-21,True
2393,CLI002393,Cliente 2393,Supermercado,Fortaleza,CE,2022-03-19,False
2394,CLI002394,Cliente 2394,Supermercado,Caucaia,CE,2024-01-02,True
2395,CLI002395,Cliente 2395,Conveniência,Recife,PE,2023-06-20,True
2396,CLI002396,Cliente 2396,Bar,Caucaia,CE,2022-03-17,True
2397,CLI002397,Cliente 2397,Restaurante,Caucaia,CE,2021-03-01,True
2398,CLI002398,Cliente 2398,Bar,Olinda,PE,2023-05-20,True
2399,CLI002399,Cliente 2399,Restaurante,Fortaleza,CE,2021-08-02,True
2400,CLI002400,Cliente 2400,Bar,Caucaia,CE,2021-09-13,True
2401,CLI002401,Cliente 2401,Supermercado,Caucaia,CE,2021-01-12,True
2402,CLI002402,Cliente 2402,Bar,Maracanaú,CE,2021-02-16,True
2403,CLI002403,Cliente 2403,Atacado,Feira de Santana,BA,2024-03-28,True
2404,CLI002404,Cliente 2404,Restaurante,Fortaleza,CE,2024-08-09,True
2405,CLI002405,Cliente 2405,Atacado,Salvador,BA,2021-08-16,True
2406,CLI002406,Cliente 2406,Supermercado,Recife,PE,2022-09-05,True
2407,CLI002407,Cliente 2407,Supermercado,Caucaia,CE,2021-12-04,True
2408,CLI002408,Cliente 2408,Atacado,Olinda,PE,2021-04-08,True
2409,CLI002409,Cliente 2409,Restaurante,Olinda,PE,2024-11-19,True
2410,CLI002410,Cliente 2410,Supermercado,Olinda,PE,2023-07-12,True
2411,CLI002411,Cliente 2411,Conveniência,Fortaleza,CE,2024-11-02,True
2412,CLI002412,Cliente 2412,Mercadinho,Caucaia,CE,2022-11-02,True
2413,CLI002413,Cliente 2413,Supermercado,Recife,PE,2024-06-01,True
2414,CLI002414,Cliente 2414,Restaurante,São Luís,MA,2022-11-28,True
2415,CLI002415,Cliente 2415,Bar,Feira de Santana,BA,2022-08-20,True
2416,CLI002416,Cliente 2416,Mercadinho,São Luís,MA,2023-11-25,True
2417,CLI002417,Cliente 2417,Restaurante,Salvador,BA,2022-05-11,True
2418,CLI002418,Cliente 2418,Atacado,São Luís,MA,2024-11-04,True
2419,CLI002419,Cliente 2419,Atacado,Salvador,BA,2023-02-26,True
2420,CLI002420,Cliente 2420,Atacado,Fortaleza,CE,2022-02-08,True
2421,CLI002421,Cliente 2421,Mercadinho,Maracanaú,CE,2025-12-10,True
2422,CLI002422,Cliente 2422,Restaurante,Salvador,BA,2024-07-18,True
2423,CLI002423,Cliente 2423,Atacado,Maracanaú,CE,2022-07-27,True
2424,CLI002424,Cliente 2424,Supermercado,Recife,PE,2022-01-07,True
2425,CLI002425,Cliente 2425,Atacado,Salvador,BA,2025-03-19,True
2426,CLI002426,Cliente 2426,Atacado,Fortaleza,CE,2023-09-08,True
2427,CLI002427,Cliente 2427,Restaurante,Caucaia,CE,2022-02-22,True
2428,CLI002428,Cliente 2428,Conveniência,Recife,PE,2022-09-20,True
2429,CLI002429,Cliente 2429,Restaurante,Recife,PE,2021-07-10,True
2430,CLI002430,Cliente 2430,Bar,Feira de Santana,BA,2024-06-05,True
2431,CLI002431,Cliente 2431,Mercadinho,Olinda,PE,2021-05-23,True
2432,CLI002432,Cliente 2432,Supermercado,Olinda,PE,2025-10-03,True
2433,CLI002433,Cliente 2433,Supermercado,Feira de Santana,BA,2022-08-27,True
2434,CLI002434,Cliente 2434,Bar,Recife,PE,2022-11-14,True
2435,CLI002435,Cliente 2435,Supermercado,Recife,PE,2023-02-08,True
2436,CLI002436,Cliente 2436,Supermercado,Olinda,PE,2024-02-24,True
2437,CLI002437,Cliente 2437,Supermercado,Caucaia,CE,2024-03-22,True
2438,CLI002438,Cliente 2438,Mercadinho,Salvador,BA,2021-09-10,True
2439,CLI002439,Cliente 2439,Supermercado,São Luís,MA,2024-05-27,True
2440,CLI002440,Cliente 2440,Supermercado,São Luís,MA,2021-12-11,True
2441,CLI002441,Cliente 2441,Bar,Fortaleza,CE,2023-02-21,True
2442,CLI002442,Cliente 2442,Conveniência,Caucaia,CE,2024-05-08,True
2443,CLI002443,Cliente 2443,Conveniência,Maracanaú,CE,2025-10-28,True
2444,CLI002444,Cliente 2444,Conveniência,São Luís,MA,2024-07-02,True
2445,CLI002445,Cliente 2445,Conveniência,Olinda,PE,2023-05-21,True
2446,CLI002446,Cliente 2446,Conveniência,Feira de Santana,BA,2023-06-03,False
2447,CLI002447,Cliente 2447,Supermercado,São Luís,MA,2025-08-08,True
2448,CLI002448,Cliente 2448,Mercadinho,Olinda,PE,2024-09-20,True
2449,CLI002449,Cliente 2449,Atacado,Feira de Santana,BA,2025-11-13,True
2450,CLI002450,Cliente 2450,Atacado,Maracanaú,CE,2021-10-04,True
2451,CLI002451,Cliente 2451,Restaurante,Recife,PE,2025-11-23,True
2452,CLI002452,Cliente 2452,Bar,Feira de Santana,BA,2021-06-21,True
2453,CLI002453,Cliente 2453,Atacado,São Luís,MA,2025-01-13,True
2454,CLI002454,Cliente 2454,Conveniência,Feira de Santana,BA,2021-04-19,True
2455,CLI002455,Cliente 2455,Mercadinho,Salvador,BA,2023-07-26,False
2456,CLI002456,Cliente 2456,Restaurante,São Luís,MA,2023-11-12,True
2457,CLI002457,Cliente 2457,Restaurante,Recife,PE,2024-01-11,True
2458,CLI002458,Cliente 2458,Supermercado,Olinda,PE,2022-09-25,True
2459,CLI002459,Cliente 2459,Conveniência,Salvador,BA,2024-06-25,True
2460,CLI002460,Cliente 2460,Mercadinho,São Luís,MA,2023-06-20,True
2461,CLI002461,Cliente 2461,Restaurante,Recife,PE,2023-02-24,True
2462,CLI002462,Cliente 2462,Restaurante,Feira de Santana,BA,2025-08-21,True
2463,CLI002463,Cliente 2463,Supermercado,Feira de Santana,BA,2023-12-16,True
2464,CLI002464,Cliente 2464,Restaurante,São Luís,MA,2022-03-11,False
2465,CLI002465,Cliente 2465,Atacado,Recife,PE,2023-09-23,True
2466,CLI002466,Cliente 2466,Atacado,Olinda,PE,2025-03-13,True
2467,CLI002467,Cliente 2467,Supermercado,Maracanaú,CE,2021-02-23,True
2468,CLI002468,Cliente 2468,Restaurante,Feira de Santana,BA,2022-12-11,True
2469,CLI002469,Cliente 2469,Supermercado,Feira de Santana,BA,2024-02-28,True
2470,CLI002470,Cliente 2470,Atacado,Olinda,PE,2025-02-11,True
2471,CLI002471,Cliente 2471,Mercadinho,São Luís,MA,2022-09-05,True
2472,CLI002472,Cliente 2472,Mercadinho,Olinda,PE,2024-04-27,True
2473,CLI002473,Cliente 2473,Supermercado,Recife,PE,2022-08-21,True
2474,CLI002474,Cliente 2474,Mercadinho,Caucaia,CE,2023-04-01,True
2475,CLI002475,Cliente 2475,Bar,São Luís,MA,2024-09-18,True
2476,CLI002476,Cliente 2476,Bar,Recife,PE,2022-09-19,True
2477,CLI002477,Cliente 2477,Conveniência,Feira de Santana,BA,2023-12-26,True
2478,CLI002478,Cliente 2478,Bar,Olinda,PE,2023-06-08,True
2479,CLI002479,Cliente 2479,Mercadinho,Salvador,BA,2022-06-28,True
2480,CLI002480,Cliente 2480,Atacado,Recife,PE,2025-03-04,True
2481,CLI002481,Cliente 2481,Atacado,São Luís,MA,2023-02-26,True
2482,CLI002482,Cliente 2482,Conveniência,Recife,PE,2023-12-23,True
2483,CLI002483,Cliente 2483,Bar,Recife,PE,2023-10-27,True
2484,CLI002484,Cliente 2484,Bar,São Luís,MA,2025-07-03,True
2485,CLI002485,Cliente 2485,Mercadinho,Caucaia,CE,2025-08-18,True
2486,CLI002486,Cliente 2486,Bar,Salvador,BA,2022-02-22,True
2487,CLI002487,Cliente 2487,Atacado,Olinda,PE,2023-12-01,True
2488,CLI002488,Cliente 2488,Bar,São Luís,MA,2022-07-07,True
2489,CLI002489,Cliente 2489,Atacado,Olinda,PE,2023-06-08,True
2490,CLI002490,Cliente 2490,Supermercado,Feira de Santana,BA,2025-11-19,True
2491,CLI002491,Cliente 2491,Atacado,Fortaleza,CE,2021-12-25,True
2492,CLI002492,Cliente 2492,Mercadinho,Maracanaú,CE,2025-02-17,True
2493,CLI002493,Cliente 2493,Conveniência,Caucaia,CE,2022-04-20,True
2494,CLI002494,Cliente 2494,Supermercado,Caucaia,CE,2021-11-16,True
2495,CLI002495,Cliente 2495,Mercadinho,Salvador,BA,2021-07-19,True
2496,CLI002496,Cliente 2496,Bar,Feira de Santana,BA,2024-12-16,True
2497,CLI002497,Cliente 2497,Supermercado,Salvador,BA,2021-05-12,True
2498,CLI002498,Cliente 2498,Restaurante,Feira de Santana,BA,2024-02-06,True
2499,CLI002499,Cliente 2499,Supermercado,Recife,PE,2023-11-21,True
2500,CLI002500,Cliente 2500,Mercadinho,São Luís,MA,2025-05-01,True
2501,CLI002501,Cliente 2501,Atacado,Fortaleza,CE,2021-11-12,True
2502,CLI002502,Cliente 2502,Atacado,Fortaleza,CE,2021-01-11,True
2503,CLI002503,Cliente 2503,Atacado,Fortaleza,CE,2025-06-28,True
2504,CLI002504,Cliente 2504,Supermercado,Caucaia,CE,2025-08-06,True
2505,CLI002505,Cliente 2505,Mercadinho,Salvador,BA,2022-10-12,True
2506,CLI002506,Cliente 2506,Conveniência,São Luís,MA,2022-09-05,True
2507,CLI002507,Cliente 2507,Mercadinho,São Luís,MA,2025-01-18,True
2508,CLI002508,Cliente 2508,Restaurante,Maracanaú,CE,2023-02-12,True
2509,CLI002509,Cliente 2509,Mercadinho,Caucaia,CE,2024-04-20,True
2510,CLI002510,Cliente 2510,Bar,Salvador,BA,2025-07-26,True
2511,CLI002511,Cliente 2511,Conveniência,Maracanaú,CE,2025-02-11,True
2512,CLI002512,Cliente 2512,Supermercado,Caucaia,CE,2024-04-26,True
2513,CLI002513,Cliente 2513,Mercadinho,Salvador,BA,2024-11-23,True
2514,CLI002514,Cliente 2514,Atacado,Maracanaú,CE,2021-11-21,True
2515,CLI002515,Cliente 2515,Atacado,Feira de Santana,BA,2022-05-11,True
2516,CLI002516,Cliente 2516,Restaurante,Recife,PE,2024-07-14,True
2517,CLI002517,Cliente 2517,Mercadinho,São Luís,MA,2024-02-11,True
2518,CLI002518,Cliente 2518,Restaurante,Feira de Santana,BA,2024-05-25,True
2519,CLI002519,Cliente 2519,Atacado,Fortaleza,CE,2021-04-03,True
2520,CLI002520,Cliente 2520,Conveniência,Caucaia,CE,2023-12-02,True
2521,CLI002521,Cliente 2521,Restaurante,Fortaleza,CE,2024-04-12,True
2522,CLI002522,Cliente 2522,Conveniência,Fortaleza,CE,2024-12-17,True
2523,CLI002523,Cliente 2523,Atacado,Caucaia,CE,2023-11-23,True
2524,CLI002524,Cliente 2524,Mercadinho,Recife,PE,2024-03-08,True
2525,CLI002525,Cliente 2525,Conveniência,Maracanaú,CE,2022-08-07,True
2526,CLI002526,Cliente 2526,Mercadinho,Fortaleza,CE,2024-04-23,True
2527,CLI002527,Cliente 2527,Mercadinho,Olinda,PE,2022-11-27,True
2528,CLI002528,Cliente 2528,Supermercado,Salvador,BA,2024-04-12,True
2529,CLI002529,Cliente 2529,Mercadinho,Feira de Santana,BA,2022-03-20,True
2530,CLI002530,Cliente 2530,Bar,Olinda,PE,2025-12-28,True
2531,CLI002531,Cliente 2531,Supermercado,Olinda,PE,2023-07-23,False
2532,CLI002532,Cliente 2532,Bar,Feira de Santana,BA,2023-04-27,True
2533,CLI002533,Cliente 2533,Atacado,Olinda,PE,2021-11-23,True
2534,CLI002534,Cliente 2534,Supermercado,São Luís,MA,2022-02-21,True
2535,CLI002535,Cliente 2535,Bar,Caucaia,CE,2021-03-18,True
2536,CLI002536,Cliente 2536,Conveniência,Olinda,PE,2024-05-18,True
2537,CLI002537,Cliente 2537,Mercadinho,Olinda,PE,2021-07-27,True
2538,CLI002538,Cliente 2538,Mercadinho,Recife,PE,2025-08-07,True
2539,CLI002539,Cliente 2539,Bar,Fortaleza,CE,2024-02-04,True
2540,CLI002540,Cliente 2540,Supermercado,Feira de Santana,BA,2021-12-26,True
2541,CLI002541,Cliente 2541,Atacado,Feira de Santana,BA,2023-08-24,True
2542,CLI002542,Cliente 2542,Conveniência,Fortaleza,CE,2025-04-25,True
2543,CLI002543,Cliente 2543,Mercadinho,Salvador,BA,2025-01-05,True
2544,CLI002544,Cliente 2544,Supermercado,Olinda,PE,2023-08-07,True
2545,CLI002545,Cliente 2545,Bar,Fortaleza,CE,2024-03-10,True
2546,CLI002546,Cliente 2546,Supermercado,Recife,PE,2022-06-22,True
2547,CLI002547,Cliente 2547,Bar,Fortaleza,CE,2021-04-20,True
2548,CLI002548,Cliente 2548,Supermercado,Caucaia,CE,2025-06-02,True
2549,CLI002549,Cliente 2549,Bar,Maracanaú,CE,2025-09-01,True
2550,CLI002550,Cliente 2550,Conveniência,Caucaia,CE,2023-06-02,True
2551,CLI002551,Cliente 2551,Conveniência,Maracanaú,CE,2022-01-13,False
2552,CLI002552,Cliente 2552,Bar,Fortaleza,CE,2025-02-28,True
2553,CLI002553,Cliente 2553,Atacado,Fortaleza,CE,2025-02-01,True
2554,CLI002554,Cliente 2554,Atacado,São Luís,MA,2024-05-22,True
2555,CLI002555,Cliente 2555,Conveniência,São Luís,MA,2022-11-16,True
2556,CLI002556,Cliente 2556,Conveniência,Salvador,BA,2024-08-05,True
2557,CLI002557,Cliente 2557,Supermercado,Salvador,BA,2022-05-21,True
2558,CLI002558,Cliente 2558,Restaurante,Feira de Santana,BA,2022-06-24,False
2559,CLI002559,Cliente 2559,Supermercado,Olinda,PE,2021-08-14,True
2560,CLI002560,Cliente 2560,Bar,Recife,PE,2022-11-12,True
2561,CLI002561,Cliente 2561,Bar,Feira de Santana,BA,2024-08-24,True
2562,CLI002562,Cliente 2562,Bar,Feira de Santana,BA,2023-06-11,True
2563,CLI002563,Cliente 2563,Conveniência,Caucaia,CE,2025-04-08,True
2564,CLI002564,Cliente 2564,Atacado,Recife,PE,2022-12-22,True
2565,CLI002565,Cliente 2565,Bar,Salvador,BA,2025-07-12,True
2566,CLI002566,Cliente 2566,Bar,Recife,PE,2022-08-04,True
2567,CLI002567,Cliente 2567,Restaurante,São Luís,MA,2025-07-02,True
2568,CLI002568,Cliente 2568,Atacado,Salvador,BA,2022-11-13,True
2569,CLI002569,Cliente 2569,Supermercado,Feira de Santana,BA,2024-01-23,True
2570,CLI002570,Cliente 2570,Restaurante,Caucaia,CE,2025-03-21,True
2571,CLI002571,Cliente 2571,Supermercado,Recife,PE,2024-06-15,True
2572,CLI002572,Cliente 2572,Bar,Caucaia,CE,2023-10-25,True
2573,CLI002573,Cliente 2573,Conveniência,Fortaleza,CE,2021-02-03,False
2574,CLI002574,Cliente 2574,Restaurante,Fortaleza,CE,2021-06-12,True
2575,CLI002575,Cliente 2575,Supermercado,Caucaia,CE,2023-02-12,True
2576,CLI002576,Cliente 2576,Atacado,Salvador,BA,2024-08-11,True
2577,CLI002577,Cliente 2577,Restaurante,Olinda,PE,2021-09-06,True
2578,CLI002578,Cliente 2578,Supermercado,Caucaia,CE,2024-02-18,True
2579,CLI002579,Cliente 2579,Supermercado,Feira de Santana,BA,2025-09-21,True
2580,CLI002580,Cliente 2580,Conveniência,Olinda,PE,2022-02-22,True
2581,CLI002581,Cliente 2581,Mercadinho,São Luís,MA,2021-03-13,True
2582,CLI002582,Cliente 2582,Supermercado,São Luís,MA,2021-10-23,True
2583,CLI002583,Cliente 2583,Bar,Salvador,BA,2025-10-06,True
2584,CLI002584,Cliente 2584,Bar,Fortaleza,CE,2025-06-11,True
2585,CLI002585,Cliente 2585,Mercadinho,Salvador,BA,2022-03-20,True
2586,CLI002586,Cliente 2586,Supermercado,Feira de Santana,BA,2021-11-07,True
2587,CLI002587,Cliente 2587,Restaurante,Salvador,BA,2021-06-20,True
2588,CLI002588,Cliente 2588,Mercadinho,São Luís,MA,2025-10-14,True
2589,CLI002589,Cliente 2589,Restaurante,Salvador,BA,2022-09-09,True
2590,CLI002590,Cliente 2590,Bar,Fortaleza,CE,2023-03-02,True
2591,CLI002591,Cliente 2591,Restaurante,Olinda,PE,2024-07-11,True
2592,CLI002592,Cliente 2592,Conveniência,São Luís,MA,2021-06-18,True
2593,CLI002593,Cliente 2593,Conveniência,Fortaleza,CE,2025-01-10,True
2594,CLI002594,Cliente 2594,Bar,São Luís,MA,2024-01-23,True
2595,CLI002595,Cliente 2595,Restaurante,Feira de Santana,BA,2023-09-28,True
2596,CLI002596,Cliente 2596,Bar,Feira de Santana,BA,2023-03-12,True
2597,CLI002597,Cliente 2597,Bar,Recife,PE,2023-05-03,True
2598,CLI002598,Cliente 2598,Conveniência,Maracanaú,CE,2023-09-04,False
2599,CLI002599,Cliente 2599,Mercadinho,Caucaia,CE,2022-02-06,True
2600,CLI002600,Cliente 2600,Atacado,Caucaia,CE,2022-02-28,True
2601,CLI002601,Cliente 2601,Conveniência,Fortaleza,CE,2023-10-03,True
2602,CLI002602,Cliente 2602,Conveniência,São Luís,MA,2023-11-04,True
2603,CLI002603,Cliente 2603,Conveniência,Fortaleza,CE,2022-04-24,True
2604,CLI002604,Cliente 2604,Mercadinho,Caucaia,CE,2021-01-14,True
2605,CLI002605,Cliente 2605,Supermercado,Recife,PE,2021-12-03,True
2606,CLI002606,Cliente 2606,Bar,Recife,PE,2022-12-16,True
2607,CLI002607,Cliente 2607,Bar,Caucaia,CE,2023-12-22,True
2608,CLI002608,Cliente 2608,Bar,Fortaleza,CE,2022-09-01,True
2609,CLI002609,Cliente 2609,Restaurante,Recife,PE,2022-09-19,True
2610,CLI002610,Cliente 2610,Conveniência,Maracanaú,CE,2021-04-06,True
2611,CLI002611,Cliente 2611,Supermercado,Recife,PE,2024-11-27,True
2612,CLI002612,Cliente 2612,Atacado,Feira de Santana,BA,2023-04-14,True
2613,CLI002613,Cliente 2613,Conveniência,Salvador,BA,2022-09-01,True
2614,CLI002614,Cliente 2614,Restaurante,Olinda,PE,2022-02-02,True
2615,CLI002615,Cliente 2615,Conveniência,Salvador,BA,2021-10-25,True
2616,CLI002616,Cliente 2616,Conveniência,Maracanaú,CE,2024-01-24,True
2617,CLI002617,Cliente 2617,Atacado,Salvador,BA,2023-12-22,True
2618,CLI002618,Cliente 2618,Atacado,Maracanaú,CE,2023-12-27,True
2619,CLI002619,Cliente 2619,Conveniência,Salvador,BA,2024-06-16,True
2620,CLI002620,Cliente 2620,Restaurante,São Luís,MA,2025-12-07,True
2621,CLI002621,Cliente 2621,Mercadinho,Caucaia,CE,2023-07-15,True
2622,CLI002622,Cliente 2622,Bar,Salvador,BA,2024-08-15,True
2623,CLI002623,Cliente 2623,Bar,Feira de Santana,BA,2021-03-26,True
2624,CLI002624,Cliente 2624,Bar,Caucaia,CE,2023-01-14,True
2625,CLI002625,Cliente 2625,Supermercado,Caucaia,CE,2025-03-07,True
2626,CLI002626,Cliente 2626,Bar,Feira de Santana,BA,2022-05-11,True
2627,CLI002627,Cliente 2627,Bar,São Luís,MA,2022-05-27,True
2628,CLI002628,Cliente 2628,Supermercado,Olinda,PE,2022-08-20,True
2629,CLI002629,Cliente 2629,Bar,Feira de Santana,BA,2022-08-22,True
2630,CLI002630,Cliente 2630,Mercadinho,Maracanaú,CE,2023-12-16,True
2631,CLI002631,Cliente 2631,Supermercado,Caucaia,CE,2025-08-26,True
2632,CLI002632,Cliente 2632,Mercadinho,São Luís,MA,2023-11-06,True
2633,CLI002633,Cliente 2633,Conveniência,Olinda,PE,2025-07-20,True
2634,CLI002634,Cliente 2634,Atacado,Caucaia,CE,2023-06-24,True
2635,CLI002635,Cliente 2635,Restaurante,Caucaia,CE,2025-08-03,False
2636,CLI002636,Cliente 2636,Bar,Salvador,BA,2022-04-11,True
2637,CLI002637,Cliente 2637,Conveniência,Salvador,BA,2024-05-18,True
2638,CLI002638,Cliente 2638,Conveniência,Salvador,BA,2022-03-11,True
2639,CLI002639,Cliente 2639,Conveniência,Recife,PE,2025-10-08,True
2640,CLI002640,Cliente 2640,Bar,Recife,PE,2025-08-01,True
2641,CLI002641,Cliente 2641,Bar,Maracanaú,CE,2022-10-11,True
2642,CLI002642,Cliente 2642,Bar,São Luís,MA,2025-12-09,True
2643,CLI002643,Cliente 2643,Supermercado,Feira de Santana,BA,2023-12-05,True
2644,CLI002644,Cliente 2644,Bar,Fortaleza,CE,2022-04-21,False
2645,CLI002645,Cliente 2645,Atacado,Salvador,BA,2024-09-05,True
2646,CLI002646,Cliente 2646,Bar,Salvador,BA,2023-10-18,True
2647,CLI002647,Cliente 2647,Atacado,Recife,PE,2025-02-10,True
2648,CLI002648,Cliente 2648,Atacado,Recife,PE,2025-05-08,True
2649,CLI002649,Cliente 2649,Conveniência,Feira de Santana,BA,2021-05-09,True
2650,CLI002650,Cliente 2650,Mercadinho,Olinda,PE,2021-11-21,True
2651,CLI002651,Cliente 2651,Restaurante,Maracanaú,CE,2024-03-15,True
2652,CLI002652,Cliente 2652,Atacado,Caucaia,CE,2024-06-04,True
2653,CLI002653,Cliente 2653,Restaurante,São Luís,MA,2022-12-20,True
2654,CLI002654,Cliente 2654,Atacado,Caucaia,CE,2022-06-01,True
2655,CLI002655,Cliente 2655,Atacado,Salvador,BA,2024-06-05,True
2656,CLI002656,Cliente 2656,Atacado,Feira de Santana,BA,2021-11-14,True
2657,CLI002657,Cliente 2657,Supermercado,Feira de Santana,BA,2023-10-27,True
2658,CLI002658,Cliente 2658,Restaurante,Olinda,PE,2025-10-02,True
2659,CLI002659,Cliente 2659,Conveniência,Fortaleza,CE,2022-08-03,True
2660,CLI002660,Cliente 2660,Supermercado,Caucaia,CE,2021-09-06,True
2661,CLI002661,Cliente 2661,Mercadinho,Recife,PE,2023-06-11,True
